primary_title,start_year,end_year,genres,average_rating,num_votes,show_id
Drink Masters,2022,\N,"Game-Show,Reality-TV",6.7,1129,f571afcf-aa33-4097-8a70-2e65e0091ba8
The Last Word,2020,2020,"Comedy,Drama",7.1,1129,0d6a9e41-bfdf-4cf5-aaf7-4a0e1f7010d4
American Masters,1985,\N,"Biography,Documentary,Music",8.2,1128,916d8556-5267-4869-9994-0a048bf55810
Princess Tutu,2002,2003,"Adventure,Animation,Comedy",8.1,1128,28bd8467-69bf-497a-9db0-3ba13cbb2180
The People's Court,1997,2023,"Crime,Reality-TV",6.4,1127,597f2364-5744-421b-b28a-b4d74d5a1d0e
Black Summoner,2022,2022,"Action,Animation,Fantasy",7.2,1127,1fb190e4-fa63-42eb-b7d1-47a1bdceb71e
Up Here,2023,2023,"Comedy,Musical,Romance",6.4,1127,9ae6861a-5783-4836-9b4b-587d4e3cd808
Daktari,1966,1969,"Adventure,Family",7.0,1126,09b34ed3-89b1-4b4f-bef3-d273701c97f5
The Fixer,2008,2009,"Crime,Drama,Mystery",7.3,1126,bde13515-55cc-4c31-81f1-dc5d87613926
Xiaolin Chronicles,2013,2015,"Action,Adventure,Animation",6.4,1126,72bde1bf-d37e-4ce4-abe4-0683ef51cca0
Soil,2021,\N,"Comedy,Drama",7.2,1125,fd47238e-c308-4c18-9b74-6614426ad7a8
Seconds from Disaster,2004,2018,Documentary,8.1,1125,7593ce10-9f93-492d-b071-e139cc40a828
The Bad Guy,2022,\N,"Comedy,Crime,Drama",7.2,1125,c5c6c911-c63f-4dad-bc3e-8390a78cfd3b
Playing with Fire,2019,2019,Drama,5.9,1125,8147321a-314d-4cd9-ac4d-4992f9e25005
The Trouble with Maggie Cole,2020,2020,"Comedy,Drama",6.5,1125,18a2a910-459a-44b8-9d75-6ad8c5b648c5
Fashion Police,2002,\N,"Comedy,Talk-Show",6.1,1125,540274fd-7253-43ca-9ea1-85745044ed6b
Sword's Edge,2006,\N,"Drama,Thriller",6.7,1125,9a183d9f-b2bb-40b9-8d00-0a05d13278f5
Sidekick,2010,2019,"Action,Adventure,Animation",3.9,1125,2c5b781e-2223-4e17-a5c6-a69acf2f4b8b
Re: Creators,2017,\N,"Action,Animation,Fantasy",6.9,1124,ceb34c97-b0d8-4e4c-b506-9a146d241d82
Sword Art Online Abridged,2013,\N,"Action,Animation,Comedy",8.1,1124,971954e4-b75a-47ae-93fd-cf93ec5f5a23
Loonatics Unleashed,2005,2007,"Action,Adventure,Animation",5.6,1123,aca5936f-a0e7-4034-8904-c0b174898baa
Space Battleship Yamato 2199,2012,2013,"Action,Adventure,Animation",8.1,1123,d73cec22-52b8-4908-91c4-1f4698412884
Zatch Bell!,2003,2013,"Action,Adventure,Animation",7.2,1123,e0c69de3-3064-4bae-8bb5-71c48772d0f3
Code: Breaker,2012,\N,"Adventure,Animation,Crime",6.7,1122,4de47d2c-58dd-46bf-8d01-3209e2b2e78f
Glitch,2022,\N,"Comedy,Mystery,Sci-Fi",6.1,1122,ba7ef7b8-fe72-4c0f-80a8-7bb0ef54baa5
Mayflies,2022,2022,Drama,7.6,1122,566ddd66-eaa7-48db-93a9-277d51fc29e7
The Shop,2018,\N,Talk-Show,6.8,1122,fd1c70c6-98f3-4345-8461-6d9213a0faa8
George Shrinks,2000,2003,"Adventure,Animation,Comedy",6.6,1122,d0db00ee-6930-4790-95bd-aa9f35c4c17c
Hysteria,2014,2014,"Drama,Mystery",6.1,1121,c67adc84-696c-46cf-930b-6bfd148f6bb5
Skam España,2018,2020,"Drama,Romance",7.4,1121,2ecf1488-bd1c-45f9-af5f-f76bc9f7188f
Ninja Warrior,2006,\N,"Action,Game-Show,Reality-TV",8.0,1121,505a2606-c443-4e97-8d7c-11d4989702f3
Kvarteret Skatan,2003,2006,Comedy,7.4,1121,10e0bf89-2fb4-45e4-aeff-5270f42e70e8
Esmeralda,1997,1997,"Drama,Romance",5.8,1120,19291183-03ba-415b-bd8e-55cf764ab3eb
Police Story,1973,1980,"Action,Crime,Drama",7.5,1120,2f16877f-ebc6-461b-a7ee-3d21023c3012
Lo que la vida me robó,2013,2014,"Drama,Romance",8.0,1120,24f87c8c-0388-4641-ad32-0f8e6f3eb421
Kafr Delhab,2017,2017,"Drama,Horror,Mystery",7.7,1120,e3b6500c-f36c-47b7-ab9d-4bed496c4f28
Street Outlaws,2013,\N,Reality-TV,6.5,1120,1bb7d56a-2e11-46bb-9276-27d07ef6289f
The Interest of Love,2022,\N,"Drama,Romance",6.5,1120,89f8841a-9319-40ee-a0e8-5d31be1f9f21
Mega Man,1994,1995,"Action,Adventure,Animation",6.6,1119,c6f83e40-5c4f-443e-ba77-8a9118d8f0c3
The Fruit of Grisaia,2014,2015,"Animation,Drama,Romance",7.0,1119,94b9c6b0-b954-4afe-9678-e2fb1ad0e25b
The Red Line,2019,2019,"Crime,Drama",5.9,1119,3aff4b6c-ee08-42b6-91e5-24dcdf3b670d
Doctor Snuggles,1979,\N,"Animation,Family,Fantasy",7.3,1118,89d6c6e9-e26e-42b6-bffe-483e6720c094
The Saddle Club,2001,2009,"Adventure,Family",6.1,1118,57c49669-ee2d-4c29-b3d1-764998ed9225
Eve,2022,2022,"Drama,Romance",7.4,1118,bc4c36a1-3738-4e20-9ab7-05930e9badb4
Record of Grancrest War,2018,\N,"Action,Adventure,Animation",7.1,1118,d52d606b-3ce1-485d-b982-7574c1a0009e
Living Biblically,2018,2018,Comedy,5.0,1117,375fa20a-eeee-4761-bcd4-a236b5e2b5d1
Another World,1964,1999,"Drama,Romance",7.0,1117,e1ee300f-13db-4f47-a390-9667f538f722
The Addams Family,1973,1973,"Animation,Comedy,Family",6.6,1117,be52b3ea-9dc6-4101-8c99-561ac526150a
Neste sommer,2014,\N,Comedy,7.6,1117,abe565c8-b0a1-4d83-b3c7-72e123499e82
The Golden Spoon,2022,2022,"Drama,Fantasy,Mystery",7.6,1116,48ba141e-1b2b-4b51-9211-4a55716747a0
BTS Gayo,2015,\N,Game-Show,9.2,1116,07cdc407-c6c6-4a2f-bc99-1ae1c3a27ff6
The Light in Your Eyes,2019,2019,"Comedy,Drama,Fantasy",7.8,1115,8b497457-2d3a-46c0-8fef-15b89ac88018
Bullsh*t: The Game Show,2022,2022,Game-Show,6.3,1115,e3b2287c-b8a5-49fd-b333-9f537a576760
Just Good Friends,1983,1986,Comedy,7.1,1115,a6481bd3-c4e9-472f-9ec0-4756682a2c55
Leopard Skin,2022,\N,"Crime,Thriller",6.4,1115,4506e1c0-3690-42cb-8e42-8cc357bdf046
Spirit Riding Free,2017,2020,"Action,Adventure,Animation",6.6,1115,50e3de0d-ed23-47a1-a4fa-ae24319bb41f
Home,2019,2020,"Comedy,Drama",7.9,1115,2da5cc39-82c4-4cc0-9b0c-854b9feadf5c
The Tenth Night,2002,2003,Drama,6.7,1114,ad34835f-2a9b-4a8f-902d-7fe0f4906562
The Ignorant Angels,2022,\N,"Drama,Romance",7.4,1114,f24b48f8-cb0c-4257-b3f0-719e17ea4a5b
Chico and the Man,1974,1978,Comedy,6.8,1113,e74c1d4a-2a75-4de8-86d4-d52e1c8deb72
YOLO: Silver Destiny,2020,\N,"Animation,Comedy,Fantasy",7.3,1113,e9999c59-6414-427e-94df-727d250292e9
Serengeti,2019,\N,Documentary,7.7,1113,177547d5-02dc-435c-8cb3-4dd0778d8958
Next Level Chef,2022,\N,Reality-TV,6.9,1113,3bbf55b5-2056-43b2-8251-8b71b8b21db3
Instinto,2019,2019,"Drama,Mystery",6.1,1112,9de749d6-1e4c-40b4-98be-6648eda43df9
Die Trying,2018,\N,Comedy,6.7,1112,53e8fda3-2166-407e-9ee0-87eaec8c15a0
Medical Investigation,2004,2005,"Drama,Mystery",7.0,1111,56ec8981-d6b7-48e0-b744-279368ce8a69
The Dead Lands,2020,\N,"Action,Fantasy,Horror",5.9,1111,3d8238f5-e7f5-4ce1-b1fa-0895da6ea05d
Charm School,2007,2009,Reality-TV,5.4,1111,c1a84599-1a7f-4290-8829-54fbb3bd6152
The Birthday Boys,2013,2014,Comedy,7.4,1110,c2643a73-c541-4a8d-9976-bf126f5d20df
Wild Bees,2019,2022,"Crime,Drama,Romance",8.2,1110,460cfcb7-eb62-4ae5-bf49-4b50b6548eff
Ranjha Ranjha Kardi,2018,\N,Drama,8.8,1110,8f4f2188-e5df-4d8c-8747-b4654c0dae5c
Power Rangers Ninja Steel,2017,2018,"Action,Adventure,Comedy",5.8,1109,c8b7d71d-90c5-4e84-b37a-0a6ed01020aa
Jake and Amir,2007,2023,"Comedy,Short",8.6,1108,fbe4b4ee-4381-4700-9f3b-944ae0bd6451
Made in Jersey,2012,2012,Drama,5.8,1108,5f622488-e764-4544-b7c4-94c3679c020a
Chhota Bheem,2008,\N,"Action,Adventure,Animation",4.6,1108,e384ee69-77a2-497d-8eb7-3c36386c0d62
Aharen-san wa Hakarenai,2022,2022,"Animation,Comedy",7.0,1108,f8d77e6f-02ca-456e-b074-6f706add0d04
I Am Jazz,2015,\N,Reality-TV,4.3,1107,67c1a7b1-25fe-4566-877a-a58203cdb78d
Shaggy & Scooby-Doo Get a Clue!,2006,2008,"Action,Adventure,Animation",4.5,1107,52946e6c-c25d-49ad-8853-4a7ac2abf7b4
Mobile Fighter G Gundam,1994,1995,"Action,Adventure,Animation",7.5,1107,93685415-9ab9-4d0b-8d7c-dcc19a31bf55
The Best Years,2007,\N,Drama,7.3,1107,2ff13edf-23d6-42ba-8b21-652f8ced9276
True Life,1998,2020,"Documentary,Romance",7.3,1107,fad03f68-473f-4bee-9048-691c497c34bc
Mobile Suit Gundam: The Witch from Mercury,2022,2023,"Action,Animation,Drama",7.5,1106,3fff2930-b01c-46d5-b1a9-7c7c4fffc8a6
Below the Belt,2018,\N,Talk-Show,1.5,1106,3ce75b63-186c-4aa1-a5c9-82b49580b78a
Dnevnjak,2015,\N,Comedy,8.6,1106,d87482a7-b490-4f33-9f57-0d6d40873be4
Some Assembly Required,2014,2016,"Comedy,Family",4.5,1106,5a785778-ce9e-433f-8c1f-d60d44df4246
MILF Manor,2023,\N,Reality-TV,3.7,1105,f2636637-5460-4ef5-9ddc-90def71fe0a1
Moscow Noir,2018,2018,"Drama,Thriller",6.6,1105,aab08a16-2406-4cde-936d-606999460ce9
Water Rats,1996,2001,"Action,Crime,Drama",6.9,1105,7b0fd64b-fa8d-48ef-8053-8e88285b4fcf
Witness Number 3,2022,\N,"Crime,Drama,Thriller",6.3,1104,5e1768f1-1d30-427c-9d15-25da6d502daf
Woh Toh Hai Albela,2022,\N,Drama,5.0,1104,2cbaa28a-7319-4767-9a97-db0b8cf99ada
Obama: In Pursuit of a More Perfect Union,2021,\N,"Biography,Documentary",6.6,1104,0774b166-1a83-4686-9853-68cf12c68149
Kipper,1997,2004,"Animation,Comedy,Family",7.1,1104,56b41096-69bd-4803-9994-d7249fd01b3e
Trust Me,2009,2009,Drama,7.2,1104,93c52ef8-7097-4b99-9ea6-3adb3df3412b
Ordinary Lies,2015,2016,Drama,7.3,1103,2eee3d60-7985-41e1-857c-158578f62f0d
Eternal Love of Dream,2020,2020,"Drama,Fantasy,Romance",8.2,1103,6a52f3a1-7886-439f-975d-78d342b347a2
Any Day Now,1998,2002,Drama,8.4,1103,de8b2a65-be1d-482a-b7e2-8e3575861dc1
The Ropers,1979,1980,Comedy,5.9,1103,2bb64646-cb44-476b-b1dd-dde16b77c40b
Extreme Engineering,2003,\N,Documentary,7.4,1103,b558a7df-013e-4bb5-9a5e-47f13738d897
Catchphrase,1986,\N,Game-Show,6.2,1103,f2c8d1a3-8749-4199-be4b-22dd3b1b67b4
Catweazle,1970,1971,"Adventure,Comedy,Family",7.9,1102,0611c836-c628-4dcc-ba8f-c34ec8139974
Brødrene Dal og professor Drøvels hemmelighet,1979,\N,"Adventure,Comedy,Drama",7.8,1102,07be973e-3bd0-433c-ad89-dde6c7f7b54e
Skip and Loafer,2023,2023,"Animation,Comedy,Drama",7.9,1102,9692a4f9-afe9-460a-8f23-de1cce221db5
Drag Race Italia,2021,\N,"Game-Show,Reality-TV",6.3,1101,8ae6f894-2e96-4bfb-bd68-5253ffda3257
Terrace House: Aloha State,2016,2017,"Drama,Reality-TV",7.4,1101,438d34ea-b211-4cb6-98ee-3427cd6ecf14
Team Knight Rider,1997,1998,"Action,Adventure,Sci-Fi",4.5,1101,6ef97d18-48d9-45ed-bcca-085e78e68967
Instant Dream Home,2022,\N,Reality-TV,6.4,1101,365d83ab-91b0-4561-a493-22529bdee5cf
Tweenies,1999,2003,"Action,Adventure,Animation",5.0,1100,07879615-085c-487b-926f-9be8b5dffea2
The Epic Tales of Captain Underpants,2018,2019,"Action,Adventure,Animation",6.7,1100,970123c5-7228-4bfc-9e78-923543c01b13
Welcome to the Family,2013,2013,Comedy,5.7,1099,311a0c31-f2a1-4b11-b31e-b1545f7385bc
Exception,2022,\N,"Animation,Drama,Horror",6.6,1099,2fe52881-1987-4b84-b576-82e8d5dab5b6
State of Georgia,2011,2011,Comedy,6.4,1099,6358986a-b72f-4b41-9bba-51c9b330c962
Shirobako,2014,2015,"Animation,Comedy,Drama",8.0,1099,72ffc7b7-fd75-40da-ace6-8e89d906fd3d
Birth of a Beauty,2014,2015,"Comedy,Romance",7.0,1099,c6177590-5ce1-4db8-9b83-099b8e29a9b4
Uncle Buck,2016,2016,Comedy,4.8,1099,311390b2-ec7b-4d66-90bc-093efaa4b053
Blind,2022,2022,"Drama,Mystery,Thriller",8.0,1099,e300ffba-78fc-4860-8808-c87beef28533
Ace Troops,2021,2022,"Action,Drama,War",8.0,1098,0eef9d1a-0770-4c15-ac87-57675247f816
Sugar Pine 7,2016,2019,"Comedy,Short",9.0,1098,7fe16836-1338-4350-97f6-63308a3822b2
Anderson Cooper 360°,2003,\N,"News,Talk-Show",5.4,1098,97313bde-b975-41a4-a5b1-929763fbfd8a
Dil Dariya,1988,1989,Romance,6.3,1098,64b45576-40be-475d-abba-b3ae43356e8f
Cigarette Girl,2023,\N,"Drama,History,Romance",8.4,1097,09e5f171-904c-4de6-b747-1d1665363fbe
Newlyweds: Nick & Jessica,2003,2005,"Reality-TV,Romance",3.8,1097,cd70e672-76b4-4d15-af8c-8ac1301af55c
Flipper,1995,2000,"Action,Adventure,Drama",5.3,1097,3fa41bea-9467-4dfb-8a26-69de01312cb3
V.R. Troopers,1994,1996,"Action,Adventure,Family",5.6,1097,5e9ed3c8-b156-461a-b34a-b7ea9bdfcd2a
Matador,2014,2014,"Action,Crime,Sci-Fi",5.8,1097,79ddd1f9-1fc0-45d4-ad09-389d2cdca4a9
Tere Ishq Mein Ghayal,2023,2023,"Drama,Fantasy,Romance",5.3,1097,23c8094c-5b9c-4f7f-88d6-bd6b42788bda
Beautiful Gong Shim,2016,2016,"Comedy,Crime,Drama",7.3,1097,adc76073-3ff0-4e6b-8965-b8f979cdcacb
Madame K,2018,\N,"Drama,History,War",7.4,1096,84f7cc7a-d657-4b32-bcce-cef02a06b84c
Darby and Joan,2022,\N,"Drama,Mystery",7.8,1096,b275bd77-b9c4-407b-9cc6-aa21f9b19d0b
Investigation Partners,2018,2019,"Crime,Drama,Mystery",8.2,1094,bb582ac7-78c2-4c05-b376-7f531831a251
Indu,2021,2023,Drama,7.5,1094,d628e2b7-21e9-455f-ac83-cc11b1ae5362
Kya Aap Paanchvi Pass Se Tez Hain?,2008,\N,\N,5.1,1094,2825bd26-4e34-4afa-bdce-a72825aa548f
James May's Cars of the People,2014,2016,Documentary,8.4,1094,45b9a825-af8e-413b-ab67-28f2707e5f6e
Forest of Piano,2018,\N,"Adventure,Animation,Drama",7.2,1093,d2205a59-2ab0-4832-b9ba-4ed109239a3d
Knightmare,1987,1994,"Adventure,Family,Fantasy",8.1,1093,32589a2c-57e4-4d24-a0f1-a30c9f3e3125
The Great White Tower,2003,2004,Drama,8.5,1093,9335a262-57b3-41c9-95b7-8930a7031e9d
I'm Standing on a Million Lives,2020,2021,"Action,Adventure,Animation",6.4,1093,6ff18bea-a011-4c49-9707-77f8449350e5
"Un gars, une fille",1999,2003,"Comedy,Family,Romance",7.4,1093,05de5c5a-b6c0-4567-bf35-cd328643c607
I Am A Killer: Released,2020,2020,"Crime,Documentary",5.3,1093,43527704-0f7b-4a8b-ba84-03a93c1d82ae
The Hunger,1997,2000,"Drama,Fantasy,Horror",6.2,1093,ede241a3-0332-4b68-8205-0788fa9a3539
Mega Babies,1999,2000,"Adventure,Animation,Comedy",2.6,1093,d28e6bbb-1a79-4fd2-9675-daeeab1a7db6
Top of the Pops,1964,2022,Music,6.9,1093,7be59999-3fd0-4677-b18a-2e614c9a0bf2
My Big Fat Fabulous Life,2015,\N,Reality-TV,3.7,1093,9f3a5f83-dba1-4344-aeeb-49d60253a994
Crematorium,2011,2011,Drama,7.6,1093,533e3c58-3a19-4307-8d1e-389e600a8ce9
ZIWE,2021,2022,"Comedy,Talk-Show",7.1,1092,6404c58c-b9cf-4b88-9c34-81993d8eded2
First Wives Club,2019,\N,"Comedy,Romance",7.5,1092,ba77cd7b-f702-49ef-8254-2cc098cbab2b
Série Noire,2014,\N,"Comedy,Crime,Drama",8.5,1092,7664212a-53fa-4887-9943-429454a2916b
Military Prosecutor Do Bae Man,2022,2022,"Action,Drama",7.7,1092,96672d5b-847c-4da7-96ee-9b59b211121e
Yu-Gi-Oh! Zexal,2011,2014,"Action,Animation,Comedy",5.3,1092,a2b1bdc2-2c28-4572-bb61-3c4e4aa1abcf
Mulligan,2023,\N,"Animation,Comedy,Sci-Fi",4.8,1092,64e8d49f-443c-4d09-bde8-fd01fe1933bd
In Search of...,1977,1982,Documentary,8.5,1092,bacfed93-6999-4eaf-a309-2d99ff02d5a5
Love Live!: School Idol Project,2013,2014,"Animation,Comedy,Drama",7.2,1092,01b9ee47-af0d-4f22-b848-dadd567193c3
The Veil,2021,2021,"Action,Crime,Drama",7.6,1091,3be25107-ebe4-4812-9296-782b9f7030f2
Alias J.J.,2017,\N,Drama,7.8,1091,f894bc1a-0b7f-4049-ba48-80e81f16f8bf
Abar Proloy,2023,\N,Crime,6.9,1091,3c6a58ce-699c-4b4a-81ba-fb94c53d5d42
Ranjeni orao,2008,2009,"Drama,Romance",6.2,1091,99ed4c38-2206-4254-a43e-819a20db0e0b
Almost Happy,2020,\N,Comedy,6.9,1090,e47fe14d-413b-4507-849b-ca56266d1e47
Quintuplets,2004,2005,Comedy,6.8,1090,716978d5-e8af-4ff0-a610-127ec34699ca
Dream Corp LLC,2016,\N,Comedy,7.3,1090,9fc0882d-569f-4114-8a63-bdbdf1787d6a
Hero 108,2010,2012,"Action,Adventure,Animation",5.8,1089,9ceb2879-c956-4e15-aecb-22226c1b5655
Cranberry Sorbet,2022,\N,"Drama,Romance",6.7,1088,087115a1-7d77-421e-8d45-a00433b5dcb5
Outlier,2020,\N,"Crime,Drama,Thriller",6.0,1088,005073e9-f787-4bf4-bb48-bae294bcd658
RoboCop,1988,1988,"Action,Animation,Crime",6.0,1088,90df9125-9b4c-48f0-8962-bf28adb7f365
Rafta Rafta,2023,\N,"Comedy,Romance",7.3,1087,2786c4e5-2a30-4ce3-876d-6fd80eb16620
Miss Guided,2008,2008,Comedy,7.6,1087,4b290e2f-cb1e-4b19-a65a-abee64591941
Wandering Witch: The Journey of Elaina,2020,\N,"Adventure,Animation,Fantasy",7.0,1087,2a976670-7a9b-4b1c-9f7a-050758170522
Ladhood,2019,2022,Comedy,7.2,1087,5e017e98-996c-4bb9-937a-e0af6699ac6a
Minute to Win It,2010,2014,"Game-Show,Reality-TV",5.1,1087,8e0391e7-02c5-4891-8547-1d83a6ee2beb
Once Upon a Time... The Explorers,1996,1997,"Animation,Family,History",7.5,1087,6bd1c51f-1527-44bf-b58f-1d996146ce1c
"Fuck, That's Delicious",2016,\N,"Music,Reality-TV",8.1,1087,7b081ece-6fc0-46bb-84de-460b209b98c5
The Healing Powers of Dude,2020,2020,"Action,Adventure,Comedy",6.6,1086,9e3feee4-90d1-479f-be07-b340a2d2c5eb
Fairfax,2021,2022,"Adventure,Animation,Comedy",5.3,1086,81cf8e28-7eaf-4a61-aaa3-b653139e247f
Get Smart,1995,1995,"Comedy,Crime,Mystery",6.5,1086,236d92d6-db98-4bb0-a82b-d4842d99cf46
Lyckoviken,2020,\N,"Crime,Drama",4.4,1086,0b372450-d988-4ab1-8e7a-e9b8524aec6f
Eva & Adam,1999,2001,"Drama,Family",6.3,1086,07a14b35-a596-43c3-8bec-cac6a8455ae7
Yüksek Sosyete,2016,2016,Romance,5.6,1085,5b50bd03-02b7-4a87-acac-a37ccb02c8f5
Kalp Yarasi,2021,2022,Drama,6.3,1085,84e86936-4d62-4c24-b70c-f855f57d352e
3 Adam,2013,2017,Talk-Show,3.9,1085,ba9d8010-f5b2-4dab-b2df-655448e829ba
Monsterquest,2007,\N,"Documentary,History,Mystery",7.1,1085,a7b8441f-1e01-4a0a-99dc-debbad699205
The Forsyte Saga,1967,1967,"Drama,Romance",8.5,1084,119012d1-23f3-4934-9b25-98d8fbc2f5ef
Torpederna,2014,2017,"Comedy,Crime,Drama",7.6,1084,fd7e86aa-ea8f-4383-ae43-125ab101f095
Married at First Sight Australia,2015,\N,Reality-TV,5.6,1084,17398377-4249-45ac-94e2-b0af3c5fc10b
Why Her,2022,2022,"Drama,Mystery,Romance",7.6,1083,ceed5a9b-7a05-465d-a96a-14cdafadfecd
The Ms. Pat Show,2021,\N,"Comedy,Drama",8.3,1083,3da0be39-c121-4f44-8425-157c30176398
Pasta,2010,2010,"Comedy,Drama,Romance",7.5,1083,2779e138-62b2-4e68-840e-6725ea52a177
Super Why!,2007,2016,"Adventure,Animation,Family",6.0,1083,c285d9db-b764-428c-8335-025600c4ad11
The Onedin Line,1971,1980,"Adventure,Drama,Romance",7.6,1082,133d1ce2-6ce1-425c-812d-bc74c630f889
Helt perfekt,2011,\N,Comedy,7.5,1082,505db31b-7836-408e-8cc6-b5309f608b74
The Adventures of Kid Danger,2018,2018,"Action,Adventure,Animation",2.5,1082,dbda7bfe-19a5-4721-9fb4-932f20e3a0ad
Válótársak,2015,\N,"Comedy,Drama,Romance",7.7,1082,bfd8ddf0-dbd7-4a90-b128-b62cc7220f36
The Scholar Who Walks the Night,2015,2015,"Action,Fantasy,History",7.2,1082,054ebd48-df10-4178-b934-dad275ccd021
WPC 56,2013,2015,"Crime,Drama,Romance",7.3,1081,d1558ff5-b647-4608-ab4f-b6d91236fcd2
Represent,2023,\N,Comedy,6.6,1080,16dc5ee4-2378-4a8e-bec9-e2d9f2ba00ea
The Great Grape Ape Show,1975,1975,"Animation,Family",6.9,1080,1235da1c-aa14-428d-a97e-fa6412c3bb42
Nightwatch,2015,\N,Reality-TV,8.8,1080,4a0e53eb-1ad0-4972-a037-19954e0337a2
Camera café,2005,\N,Comedy,6.4,1080,63c08ebb-3682-4643-af5c-8f9193b8dc05
Revolution Z,2012,2014,"Drama,Music,Romance",8.0,1079,9f85cb91-d211-4c6a-ab43-86162b05a058
Boston Common,1996,1997,Comedy,7.0,1079,37640f06-a8f7-4997-be82-2654bed0dc85
Dabangii: Mulgii Aayi Re Aayi,2023,\N,\N,8.4,1079,eff0531f-b8fb-4ac4-899e-049c5bb1f602
Challenge of the GoBots,1984,1985,"Action,Adventure,Animation",6.3,1078,dcf8d809-5897-48a4-96e5-072801db8d72
Huss,2021,\N,"Crime,Drama,Thriller",6.7,1078,3fd66bd0-7f8d-49a0-b952-34b3930a5515
Dragnet,2003,2004,"Crime,Drama",7.0,1078,f5314643-18b9-457c-a1a2-8a2bd3ae9b95
Spanish Shame,2017,2020,"Comedy,Drama",7.2,1078,2e80dbf7-3ddc-4e16-87b1-5dc5ceee3cdc
(D)evil's Throat: Djavolskoto Garlo,2019,\N,"Crime,Drama",8.0,1078,6c6028b5-5c8e-49d6-955b-3b0ce5de2ed4
Huset,2023,\N,"Crime,Drama",7.6,1078,03a54721-0619-4d5d-bee9-5a4dbad097d9
Mischievous Kiss,2005,2006,"Comedy,Drama,Romance",7.3,1077,03423f3f-aac5-4548-97db-4198ce65cf07
X-Play,1998,2022,Talk-Show,8.2,1077,ca6a9238-2fc4-4773-80c3-b8de0235acde
An Anatolian Tale,2020,\N,"Comedy,Drama",7.8,1076,1c462b97-405c-41f7-b365-aa07aed8f53c
The Life and Legend of Wyatt Earp,1955,1961,Western,7.6,1076,d2c3beb4-eac0-416b-8df0-f078b77d2049
The Neighbors,2014,\N,Drama,7.1,1076,771ce3d5-0a1e-43fa-b4fb-772d5041bfff
Retail,2014,\N,Comedy,6.8,1075,826ed651-a6a0-4c9b-9196-fd165f154e43
Kids Incorporated,1984,1993,"Comedy,Family,Music",7.2,1075,d26953aa-5302-48f3-aa38-d3781560f1a1
Kimba the White Lion,1965,1967,"Adventure,Animation,Family",6.9,1074,45c5138c-bb6a-47b5-bad1-137bc6216fd6
Celebrity Ghost Stories,2008,\N,Documentary,7.1,1073,e27ace94-f166-40a6-95b9-41fb4544546c
Love in Contract,2022,\N,"Comedy,Drama,Romance",6.9,1073,b6925a03-b406-4f9c-8de2-8638f66b0b91
In Flanders Field,2014,2014,"Drama,War",7.5,1073,fbea9035-d720-42c5-ae53-a4de01b388e2
Unstoppable,2020,2020,"Comedy,Drama",7.2,1073,941a73bb-bbdc-45d8-82dd-2a6ecd21096a
Moya prekrasnaya nyanya,2004,2009,Comedy,4.6,1073,fbcadc08-fb39-4ad2-89c3-bae3cb05f4b5
Tropes vs. Women in Video Games,2013,\N,Documentary,1.7,1073,2d49f6bc-0f7c-483a-b3b3-94162261af55
Drag Race Holland,2020,2021,"Game-Show,Reality-TV",6.5,1073,375db6f0-842e-4d57-bd25-ff747c1f5fad
Zoids,2001,2001,"Action,Animation,Fantasy",7.4,1072,aa52673a-85c3-41c1-a266-07145555f7e5
Behind the Attraction,2021,\N,"Documentary,History",7.7,1072,4a68fbb2-84c9-4b0e-82e2-9d54e70694c1
Was It Love,2020,2020,"Comedy,Drama,Romance",7.1,1072,982ffc3e-fc7c-4375-bbed-e00580435537
Prozhektorperiskhilton,2008,2017,"Comedy,News,Talk-Show",7.3,1072,02a1137d-6dd1-4b12-8d4b-655f71cde999
Immersion,2010,2017,Comedy,8.6,1072,f018b1a8-3534-41e6-9284-834d319e6d89
Prisoners Wives,2012,2013,Drama,7.6,1071,8a8f0275-dc66-4a53-ac4f-88c05380b048
Grandma's House,1987,1987,"Animation,Family,Horror",7.1,1071,6e9c2559-d3e1-4794-b8bd-8d845bfd1756
Immoral Compass,2021,2021,"Comedy,Thriller",8.1,1071,d3ba930a-6e27-492e-9575-a73ee050e508
Monroe,2011,2012,Drama,7.6,1071,38377d83-07b8-40e3-9772-176f3957dce4
Tanhaiyan,2017,2017,Romance,7.7,1071,dc057386-ab41-408f-a0a7-db0a156d122e
IMDbrief,2018,\N,"News,Short",6.5,1070,d99b7880-b518-48b6-ba1c-8d3c608a936a
Eddsworld,2003,\N,"Animation,Comedy,Family",8.7,1070,4b2c8a51-04c3-42a4-81c0-d31e41755cbb
Hero,2001,\N,"Comedy,Crime,Drama",7.8,1070,d24a5d06-959e-4a99-b380-c9e6433e11f3
Baby Fever,2022,\N,"Comedy,Drama,Romance",6.5,1070,da24c788-a723-48b9-8a59-873457f6a32f
Almost Royal,2014,2016,Comedy,7.2,1069,06ce8579-cd45-4e14-9768-04b7f287d6e4
Wings of Love,2016,2017,"Drama,Romance",5.8,1069,9d351dde-67ce-4255-afd7-1603f23cc91b
Birdman,1967,1987,"Action,Adventure,Animation",6.7,1069,1629d59b-a26e-4690-8ae5-ec2de1f4c03f
Find Me in Your Memory,2020,\N,"Fantasy,Mystery,Romance",7.4,1068,309bb70e-5a7f-464d-bc04-df5767212248
